Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRation,class
4859,144.6984233,43.1910969,0.9544126223,5005,78.65539363,0.4723437348,312.756,0.6242311876,3.35019098,0
9494,164.1264388,74.40672452,0.8913325744,9708,109.9460606,0.6083557606,391.016,0.7803151413,2.205801154,1
9120,163.5136749,71.83938496,0.8983170087,9327,107.7587335,0.7929055816,387.341,0.7638670266,2.276100707,1
9524,165.7528197,73.5909378,0.8960366928,9668,110.1196323,0.7895871331,390.054,0.7866467973,2.252353682,1
6469,158.9792603,52.48798248,0.9439263257,6636,90.75564233,0.5176856594,352.501,0.6542237535,3.02886971,0
6268,163.944458,49.89635863,0.9525605423,6427,89.33457039,0.7345599437,359.668,0.6088849673,3.285699847,0
10148,171.8093437,76.53086787,0.8953114632,10496,113.6698504,0.7707146655,413.251,0.746728103,2.244967925,1
5948,156.9513969,49.44471691,0.9490810404,6122,87.02430012,0.6195833333,348.901,0.6140113448,3.174280423,0
9185,162.6449925,73.3200616,0.8926259175,9357,108.1420604,0.5647789461,387.364,0.7692199002,2.218287723,1
6921,167.1356341,53.68837887,0.947002427,7117,93.87273773,0.4477293311,369.551,0.6368394369,3.113069114,0
6143,155.0134728,50.79144221,0.9447963143,6244,88.43930418,0.471812596,342.555,0.6578543601,3.051960449,0
5344,142.3731607,48.98868109,0.9389379572,5464,82.4875271,0.484057971,320.234,0.654849399,2.906246045,0
7998,149.1527761,69.23487998,0.8857368711,8148,100.9126844,0.5744039069,356.607,0.7903355841,2.154301072,1
5435,153.5070261,46.00039875,0.954045071,5558,83.18687953,0.5470008052,333.47,0.6141802875,3.337080335,0
5541,145.5704071,49.0789666,0.9414511792,5658,83.99416835,0.6692028986,322.304,0.6702959932,2.966044666,0
6316,158.4107793,51.69934258,0.9452446771,6467,89.67597763,0.5090264346,348.903,0.651992467,3.064077247,0
5911,155.8834239,49.39222053,0.9484744648,6072,86.75320714,0.5584845049,343.849,0.628254043,3.156031905,0
5979,162.2617796,47.85434898,0.9555217486,6116,87.2507836,0.5388428262,354.716,0.5971409581,3.390742598,0
6821,155.8393848,56.62012338,0.931663016,6980,93.19209695,0.5116261626,350.494,0.6977450079,2.752367453,0
6397,157.3702889,53.15402286,0.9412308222,6604,90.24917378,0.515471394,354.469,0.6397785785,2.960646824,0
7254,163.2946132,57.57461912,0.9357812036,7508,96.10452465,0.6077922078,372.886,0.655594436,2.836225679,0
6777,135.2451092,64.55985401,0.8787108365,6930,92.89103506,0.6087854833,327.592,0.7935618381,2.094879416,1
8825,160.6125086,70.38960278,0.8988495689,8975,106.001599,0.6554515746,377.84,0.7767990986,2.281764667,1
5536,137.6756499,52.40911997,0.9247105657,5753,83.95626314,0.6355912744,323.413,0.6651062051,2.626940691,0
5181,135.8500661,49.04728704,0.9325503896,5290,81.21978873,0.6179627863,305.922,0.6956680158,2.769777378,0
4714,133.0587435,46.25566566,0.9376305282,4865,77.47290632,0.6493112948,300.265,0.657037289,2.87659342,0
6459,155.5822216,54.09585257,0.9376060441,6614,90.68546862,0.4682470639,351.987,0.6551215728,2.876047132,0
5033,128.6399099,50.76052639,0.9188556131,5154,80.05132497,0.5286764706,292.47,0.7393909732,2.534250904,0
8841,161.3239818,70.49178349,0.899481973,9106,106.0976475,0.6754010695,386.333,0.7443679088,2.288550152,1
6663,162.6155236,52.73145525,0.9459643179,6810,92.10643347,0.8268801191,356.112,0.6602470362,3.083842894,0
8102,155.6212898,67.02737109,0.9024912277,8282,101.5666618,0.6517052767,366.096,0.7596475392,2.321757324,1
6393,168.8917267,49.13580776,0.9567440936,6545,90.22095327,0.4457537303,365.397,0.6017063763,3.437243314,0
5772,155.0648297,48.44352715,0.9499479487,5920,85.72711737,0.4380692168,343.185,0.6158565882,3.200940122,0
6680,165.540608,52.10900902,0.9491643865,6826,92.22385895,0.499364581,362.724,0.6380191914,3.176813589,0
6598,157.8385335,54.26157884,0.9390505709,6777,91.65606644,0.5407753463,354.163,0.6610218263,2.908845206,0
5864,148.2487844,51.84040857,0.9368672521,6037,86.4076194,0.5899396378,333.999,0.6605618572,2.859714815,0
6486,158.5544638,53.15736828,0.9421247508,6640,90.87481327,0.5130517323,352.41,0.6562818013,2.982737274,0
8458,155.2336128,70.68093414,0.8903279731,8741,103.7740819,0.62054292,374.151,0.7592481182,2.196258648,1
6255,152.8541431,53.13863023,0.9376270786,6411,89.24188116,0.7286812675,342.583,0.6697389574,2.876516434,0
6188,155.9151775,51.1729501,0.9446047167,6305,88.76264024,0.7065540078,343.228,0.6600772271,3.046828006,0
9064,160.9134388,72.48550549,0.892795238,9216,107.4273859,0.7219434488,384.621,0.76995222,2.219939527,1
5469,142.0871635,49.57171269,0.9371665064,5627,83.44667201,0.5022038567,324.45,0.6528632617,2.866295227,0
8600,161.1026844,68.87341132,0.9040094372,8834,104.6415791,0.8195159139,379.302,0.7511696801,2.339112892,1
5373,133.6498597,51.63424578,0.9223565696,5479,82.71103961,0.5342016305,306.315,0.7195983781,2.588395699,0
6529,156.7409564,53.94785814,0.9389019163,6694,91.17555038,0.5667534722,350.441,0.6680772927,2.905415744,0
8476,156.7558483,69.30310511,0.8969615408,8647,103.8844473,0.5632642212,369.441,0.7803880848,2.261887805,1
9688,161.4731907,76.94004568,0.8791809477,9870,111.0636966,0.6080461934,393.069,0.7879640549,2.098688522,1
9580,162.4156523,75.71816357,0.8846793983,9729,110.4429031,0.7627388535,387.119,0.8033159659,2.145002529,1
6598,161.0123974,52.69358054,0.9449329054,6741,91.65606644,0.5985666334,354.401,0.6601342985,3.055635918,0
5714,151.415274,48.8662953,0.9464909719,5860,85.29531499,0.5667526284,336.224,0.6351739509,3.098562579,0
7611,143.4930055,68.20865978,0.8797995697,7792,98.44097813,0.5922035481,345.168,0.8027688899,2.103735889,1
6237,156.8464466,51.38101155,0.9448206769,6346,89.11338306,0.4636485281,348.239,0.6462949969,3.052615001,0
8441,160.3971657,67.68000105,0.9066178928,8651,103.66974,0.554307854,375.527,0.7521793888,2.369934444,1
6723,151.5586512,57.01111783,0.9265525381,6843,92.52021109,0.8315398887,347.213,0.7007789061,2.658405184,0
7254,170.5127717,55.80990354,0.9449182977,7478,96.10452465,0.5224719101,381.115,0.6275890116,3.055242186,0
9182,160.6824193,74.35012809,0.8865072166,9456,108.1243983,0.5622780159,389.306,0.7613160019,2.161158607,1
6480,153.5878221,54.35111982,0.9352921617,6660,90.83277079,0.6081081081,351.466,0.659201569,2.825844667,0
5999,145.6158091,53.12831144,0.9310652801,6131,87.39659049,0.5387033046,327.981,0.7007955809,2.740832622,0
5899,141.3123877,54.20098729,0.923518287,6048,86.66510298,0.5467099166,324.416,0.7043422329,2.607192133,0
8700,153.4040493,73.46138688,0.8778830174,8829,105.2482021,0.6049228202,368.903,0.8033498975,2.088226969,1
5377,138.0230828,50.65623488,0.9302159006,5512,82.74182154,0.617194674,312.538,0.691742156,2.724700782,0
5880,142.9872003,53.35518092,0.9277724128,6072,86.52542125,0.4993206522,340.304,0.6380476042,2.6799122,0
8498,168.2740186,65.05326441,0.9222511588,8692,104.0191792,0.6516371444,386.026,0.7166275125,2.586711368,1
6548,139.1452999,60.72399601,0.8997493251,6646,91.30811869,0.8042250061,326.324,0.7727170644,2.29143846,1
8700,154.0822749,72.59472007,0.8820570685,8916,105.2482021,0.6170212766,373.003,0.785786326,2.122499746,1
8591,158.3161675,69.99144166,0.896966192,8813,104.5868105,0.7340225564,381.751,0.740786768,2.261936085,1
8312,144.0858194,73.91762077,0.8583819891,8534,102.8745211,0.6643222506,359.597,0.80776174,1.949275665,1
8136,154.9444372,68.15313732,0.8980686413,8422,101.7795507,0.6534939759,369.619,0.7483628642,2.273474756,1
6719,169.1959124,51.69358453,0.9521840485,6902,92.4926835,0.8046706587,369.402,0.6187511516,3.273054364,0
6360,154.6708758,53.50111676,0.9382702856,6531,89.98779642,0.5178309722,347.092,0.6634035205,2.890984061,0
5322,141.9498394,49.4100189,0.9374645225,5527,82.31756105,0.5712752254,323.232,0.640112098,2.872895872,0
8688,158.6293273,70.47162554,0.895901152,8897,105.1755921,0.6680507497,376.797,0.7689795732,2.250967337,1
10058,169.3709318,76.7280358,0.8915015043,10447,113.1646736,0.5639472946,424.337,0.7019395161,2.207419101,1
6344,153.9124285,53.26620614,0.9382045438,6525,89.87453294,0.6594594595,351.49,0.6452783452,2.889494852,0
8893,157.7335082,72.25656721,0.8889044306,9108,106.4092067,0.6543782193,376.906,0.7866690322,2.182964322,1
5563,138.5885908,52.23523604,0.9262504434,5778,84.1607485,0.6292986425,324.307,0.6646703078,2.653162909,0
9313,168.011717,71.11226314,0.9060093089,9451,108.8929744,0.6131007242,391.048,0.76531342,2.362626495,1
7242,145.9232322,64.46765698,0.8971177123,7439,96.02500082,0.6432187583,347.405,0.7540432474,2.263510712,1
8217,137.4010319,77.28407179,0.8268171326,8357,102.2849419,0.7649413517,350.398,0.841007587,1.777869989,1
5453,153.3983554,45.86245476,0.9542605735,5603,83.32451763,0.4808641975,338.269,0.5988540109,3.344748035,0
9037,161.9316501,71.91797911,0.8959645741,9373,107.2672633,0.5578395062,400.968,0.7063414908,2.251615689,1
4928,132.6658112,47.87950978,0.9326032988,5022,79.21189605,0.5656565657,297.868,0.6979637452,2.770826431,0
5581,125.4920465,57.1578361,0.89025124,5689,84.29679649,0.7760011123,296.659,0.79690551,2.195535295,1
7742,146.6424181,67.88352282,0.8864007243,7875,99.28454339,0.6187659847,348.391,0.8015473384,2.160206366,1
6197,151.2872765,52.76770993,0.9372003617,6362,88.82716622,0.6818131808,341.814,0.6665176694,2.86704268,0
8812,155.5109602,73.03645422,0.8828501898,9085,105.9234954,0.7338441039,385.39,0.7455614933,2.12922385,1
6446,147.088629,56.58251769,0.923048683,6611,90.59416154,0.6438917191,337.489,0.7111822698,2.599541962,0
9324,162.7665914,73.74114547,0.8914859157,9519,108.9572646,0.5671532847,387.306,0.7810946783,2.207269636,1
9288,162.2430455,73.45411979,0.8916419446,9514,108.746719,0.6042940794,389.437,0.7695868686,2.208767132,1
5885,129.4671318,59.4423305,0.8883687473,6088,86.56220146,0.560262757,314.279,0.7487306401,2.178029204,1
8401,158.1189109,68.43475794,0.9014872543,8554,103.4238145,0.7527777778,373.366,0.7573058552,2.310505884,1
5000,133.926292,48.7555295,0.9313803896,5129,79.78845608,0.4938271605,303.312,0.6829685147,2.746894421,0
9276,158.7424741,75.50786863,0.8796277776,9554,108.6764465,0.7251407129,386.093,0.78196398,2.102330221,1
6465,117.0320546,71.7753238,0.7898529433,6611,90.72757936,0.6360059026,308.513,0.8535548914,1.630533286,1
9881,158.3162887,81.153249,0.8586263283,10187,112.1645218,0.7698480717,399.722,0.777131763,1.950831183,1
5672,143.5358783,50.90214984,0.9350066619,5796,84.98126086,0.4910822511,327.893,0.6629515581,2.819839216,0
5891,154.0127016,49.56257524,0.9468048258,6011,86.60631708,0.4941699522,337.26,0.6508324755,3.107439452,0
4888,128.0819141,49.55108538,0.9221341497,5031,78.88976419,0.5091666667,296.514,0.698635507,2.584845784,0
8917,160.5596456,72.04962598,0.8936620759,9134,106.552696,0.7692374051,384,0.7599170381,2.228459113,1
9373,166.5190911,72.51121318,0.9002115381,9618,109.2431886,0.562605042,400.859,0.7330020742,2.296459869,1
5926,142.2464652,53.42212964,0.9267979485,6061,86.86321167,0.7019663587,320.063,0.7269433498,2.662688031,0
7270,168.1086721,56.7051641,0.9413927165,7484,96.21045416,0.8011019284,374.075,0.6528702899,2.964609569,0
6573,154.2962511,55.24208371,0.9337115817,6775,91.48225799,0.4995440036,352.271,0.6656098065,2.793092525,0
6301,162.0038069,50.24632554,0.9506859327,6511,89.56942766,0.6159335288,361.331,0.6064694065,3.22419212,0
7135,161.9872576,57.54983025,0.9347622798,7310,95.31297997,0.5416793198,365.965,0.6694601592,2.814730416,0
5268,147.2729783,46.08933832,0.9497690211,5388,81.89887619,0.7783687943,319.037,0.6503895049,3.195380616,0
7377,158.4868689,60.70228231,0.9237436032,7572,96.91588168,0.5135756057,367.754,0.6854485107,2.610888139,0
6281,166.4323163,48.84493408,0.9559645165,6500,89.42716355,0.5895991739,364.581,0.5938142206,3.407360853,0
9441,167.0066755,72.59931047,0.9005709612,9605,109.6387456,0.5591684435,392.624,0.7696161545,2.300389279,1
8859,157.5789331,72.53836148,0.8877477074,9113,106.2055984,0.6811995386,380.858,0.7674823572,2.172353082,1
5854,152.1844066,49.47586605,0.9456780283,5979,86.33391162,0.7910810811,332.6,0.6649945597,3.075932142,0
5626,154.5106815,47.29191418,0.9520072831,5831,84.63595973,0.5542857143,342.501,0.6026787852,3.267169116,0
6113,162.8775327,48.16311754,0.9552804148,6249,88.22308846,0.4662852784,356.068,0.6058963963,3.381789657,0
6418,158.6931067,52.63522019,0.9433921958,6560,90.39718689,0.4610632184,352.664,0.6484661617,3.014960441,0
5344,155.7109626,44.95500971,0.9574171802,5567,82.4875271,0.6038418079,341.624,0.5754128637,3.463706572,0
5968,155.6675903,49.70248384,0.9476584003,6133,87.17048585,0.5144827586,344.082,0.6334535446,3.131988148,0
6202,150.449919,54.31278479,0.9325648787,6486,88.86299374,0.5203456666,346.389,0.6495512784,2.770064535,0
8566,154.9357691,71.62163115,0.8867409942,8795,104.4345247,0.6291128085,371.092,0.7816723504,2.163253847,1
8931,161.0787364,71.44832764,0.8962439324,9127,106.6363089,0.5825831703,384.359,0.7596890101,2.25447875,1
9166,160.7731943,73.78845807,0.8884569542,9417,108.0301517,0.7590890269,386.217,0.7721949281,2.178839327,1
6065,155.3958057,50.78814622,0.9450828445,6253,87.87603677,0.767332996,343.914,0.6443783767,3.059686507,0
7044,161.3070534,56.77703135,0.9360071139,7237,94.70321723,0.5010670081,367.224,0.656397771,2.841061774,0
5402,149.2358458,46.85417098,0.9494360228,5538,82.93394975,0.5158517953,326.209,0.637929324,3.185113356,0
9057,162.528043,71.47855537,0.8980995914,9311,107.3858955,0.6256562586,386.839,0.7605604325,2.273801452,1
4898,153.0934871,41.77345208,0.9620530784,5108,78.97042035,0.6244263131,334.569,0.5498664831,3.664851226,0
10032,171.226666,75.73530036,0.8968621353,10285,113.0183132,0.8069498069,403.36,0.7748394619,2.260856763,1
8666,157.3907377,71.07643062,0.8922244552,8871,105.0423433,0.5842772384,374.94,0.7746490607,2.214387193,1
8566,157.9417357,69.60463434,0.8976553461,8740,104.4345247,0.6416479401,373.209,0.7728295465,2.269126721,1
4141,108.7011905,49.45734894,0.8904993939,4236,72.61187888,0.6331804281,260.478,0.7669604996,2.19787742,0
9077,164.7886771,70.91838783,0.9026575329,9243,107.5043969,0.5507219998,388.985,0.753852693,2.32363823,1
6362,150.0599989,55.31811634,0.9295722449,6527,90.00194433,0.5013396375,341.405,0.685904693,2.712673692,0
9570,170.1622544,72.46744823,0.9047831209,9805,110.3852456,0.7116299822,398.506,0.7572723024,2.34811986,1
6426,136.032445,61.16835695,0.8931997724,6563,90.45350913,0.5744167337,324.078,0.7688674674,2.223902224,1
7248,132.6926082,70.95355472,0.8450285238,7380,96.06477096,0.8385977091,335.362,0.8098420939,1.87013334,1
8562,164.2301775,66.89282552,0.9132893373,8962,104.4101383,0.6451175407,385.366,0.7244998455,2.455123943,1
4753,136.2157255,46.3338248,0.9403710698,4942,77.79272174,0.7201515152,303.457,0.648609579,2.939876561,0
4910,138.3070863,45.58495573,0.9441233456,5000,79.06709913,0.4632075472,305.1,0.6628373019,3.034051128,0
5046,134.2858934,48.27896933,0.9331359311,5151,80.15464268,0.7729779412,299.999,0.7045592095,2.781457336,0
7410,146.8458569,64.84112827,0.8972321539,7608,97.13240976,0.5802208128,348.344,0.7673816378,2.26470237,1
6634,153.6977612,56.26213728,0.9305924415,6855,91.90577316,0.7349063919,350.87,0.6771624342,2.731815188,0
6640,163.0952081,52.52412849,0.9467240864,6816,91.94732501,0.5369127517,363.185,0.6325897298,3.105148296,0
9112,160.3264395,73.41541673,0.8889974735,9371,107.7114605,0.5843273054,389.042,0.7565377382,2.183825232,1
5917,147.4235443,52.10714268,0.9354526724,6097,86.79722568,0.4827445541,332.341,0.6731991961,2.829238693,0
6309,153.3686779,53.63430762,0.9368586171,6493,89.62627008,0.5920608108,344.734,0.6671172249,2.859525641,0
6339,158.3289888,52.19933516,0.9440895747,6526,89.83910882,0.7814349112,352.689,0.6403933101,3.033161023,0
8196,151.9805315,69.75545792,0.8884485246,8506,102.1541546,0.5692061949,373.098,0.7398879796,2.178761864,1
7617,142.0072185,69.20050955,0.8732330845,7771,98.4797726,0.6168610301,344.68,0.8056782712,2.052112325,1
5283,132.4801829,51.29220976,0.9220087987,5349,82.01539194,0.8092830882,299.396,0.7406252038,2.582851929,0
7984,148.7289887,69.10762337,0.88549196,8219,100.8243251,0.6646686647,357.958,0.7830080851,2.152135776,1
7725,145.4688157,68.89609044,0.88073244,7937,99.17547823,0.5791722897,355.771,0.7669503732,2.111423374,1
6661,155.1652046,56.21251653,0.9320711497,6982,92.09260886,0.6123931231,358.255,0.6521759462,2.760331937,0
5995,155.1999231,50.0200552,0.9466395117,6132,87.36744858,0.5381991202,341.492,0.6460081295,3.102753936,0
6162,151.8391473,52.52622921,0.9382590781,6309,88.57596782,0.5611510791,339.681,0.6711027946,2.890730014,0
7961,150.4716625,68.52393718,0.890289859,8183,100.6789949,0.7030201342,365.053,0.7506986663,2.195899254,1
7189,142.4976063,64.74959208,0.8908024808,7346,95.67297992,0.7442028986,339.028,0.7859722491,2.200749097,1
5183,138.4829778,48.61979923,0.9363422305,5343,81.23546369,0.5342197485,314.541,0.6583192378,2.848283622,0
8554,156.909653,70.34371503,0.8938795913,8840,104.3613485,0.5666401696,376.908,0.7566732809,2.230613679,1
5919,142.5876702,53.63257033,0.9265638555,6080,86.81189357,0.5969140783,327.185,0.6948185972,2.658602213,0
7552,144.4687417,67.49294348,0.8841620949,7836,98.05868162,0.6877333576,347.108,0.787666906,2.140501426,1
8907,155.2765533,74.0883982,0.878828195,9167,106.4929323,0.6289365909,376.509,0.7895699157,2.095828187,1
6452,130.0653171,63.84514434,0.8712329069,6620,90.6363147,0.6372345679,315.682,0.813588093,2.037199829,1
9942,169.5664737,75.53057054,0.8953150776,10291,112.5102109,0.5601126761,404.342,0.7641628368,2.245004539,1
6522,170.4389915,49.98314214,0.9560323594,6736,91.12666081,0.4322927023,372.552,0.5904958641,3.409929513,0
6924,159.4412395,56.65442394,0.9347405206,7134,93.89308072,0.811533052,360.867,0.6681478647,2.814276952,0
6846,133.8666875,65.6424311,0.8715218169,6997,93.36272234,0.7298507463,330.005,0.7899611234,2.039331652,1
6777,128.2711025,67.8350406,0.8487208089,6942,92.89103506,0.7457086268,328.864,0.7874349375,1.890926892,1
6460,152.6400577,55.02356416,0.9327672564,6746,90.69248844,0.7676767677,371.059,0.5895985983,2.77408525,0
5927,157.7376573,48.87200165,0.9507916745,6074,86.87054036,0.4607431592,343.183,0.6324020346,3.22756695,0
8784,160.4861667,70.31012905,0.8989227826,9024,105.7550763,0.595686966,381.059,0.7601822842,2.282546895,1
6406,125.3342856,65.78398032,0.8511835156,6514,90.31263767,0.6189371981,308.364,0.8465828322,1.905240227,1
6220,154.9917729,52.43486886,0.9410356426,6412,88.99185338,0.5876239962,348.951,0.6419058805,2.955891304,0
4660,124.065816,48.23917116,0.9213140783,4749,77.02789286,0.5361251726,284.546,0.7232539445,2.571889463,0
6197,159.7478879,50.61615782,0.9484755773,6388,88.82716622,0.566246345,353.914,0.6217214839,3.156065074,0
9338,159.2564796,75.89036419,0.8791586395,9625,109.0390337,0.6836518047,386.755,0.7844980341,2.098507252,1
8462,159.5443784,68.43978792,0.9033186293,8684,103.7986177,0.7639942217,374.423,0.7585039516,2.331164127,1
9095,162.7467308,72.11443075,0.8964680782,9390,107.6109365,0.7894965278,385.034,0.7709290398,2.256784518,1
6174,150.7477958,53.18202081,0.9357032608,6331,88.66217316,0.660744863,339.002,0.6751060009,2.834563138,0
9127,172.1945259,68.62602079,0.9171519248,9302,107.8000804,0.6510914538,396.944,0.7279129252,2.509172525,1
5257,140.9929047,48.25069416,0.9396195906,5438,81.81332585,0.6349033816,318.608,0.6507804355,2.922090701,0
6243,161.1211053,50.23619831,0.9501505315,6365,89.15623634,0.4449750535,351.523,0.6348859364,3.207271065,0
5299,141.5884317,48.75528093,0.9388431501,5431,82.13949323,0.5071298689,317.46,0.6607326375,2.904063498,0
6220,152.5263838,52.61752238,0.9386125167,6387,88.99185338,0.5119341564,342.677,0.6656260901,2.898775482,0
9406,160.5990007,75.63106695,0.8821699849,9763,109.4353287,0.6483319548,396.208,0.7529538492,2.123452798,1
5595,141.402072,51.65040898,0.9309003048,5783,84.40245999,0.6185737977,321.487,0.6802728256,2.737675748,0
8811,159.3611147,71.50309562,0.8936894899,9005,105.917485,0.6013513514,377.278,0.7778790998,2.228730285,1
6898,139.7164574,64.34574756,0.8876362396,7055,93.71662808,0.582404593,334.82,0.773232803,2.171339407,1
6486,167.5201464,50.34888581,0.9537647325,6661,90.87481327,0.8189393939,365.358,0.6105898293,3.327186763,0
6918,141.2960363,63.96655082,0.891656296,7182,93.85239033,0.5823232323,342.85,0.7395748159,2.208905037,1
6611,155.7554578,55.19590305,0.9351032425,6794,91.74631671,0.5917472252,351.888,0.6709159357,2.821866284,0
6432,155.5293517,54.02837981,0.9377230315,6757,90.49572781,0.5104761905,378.859,0.5631196504,2.878660293,0
6507,156.462023,53.68548621,0.9392910234,6669,91.02180902,0.6065436242,350.622,0.6651388962,2.91441941,0
6553,160.139354,53.21732418,0.9431671057,6720,91.34297311,0.5127543036,358.712,0.6399679447,3.009158323,0
7090,168.4489313,54.54329494,0.9461265048,7269,95.01193805,0.4561245497,377.467,0.6253139541,3.088352684,0
7389,145.8834538,65.13771841,0.8947810462,7509,96.99467509,0.5818110236,345.689,0.7770060672,2.239615654,1
8843,155.6957843,73.02078444,0.883200002,9064,106.1096475,0.6102829538,379.448,0.7718003175,2.132211883,1
8829,162.7721138,69.76826344,0.9034822969,9118,106.0256193,0.6318614471,383.513,0.754329689,2.33303949,1
8644,158.7890431,70.40880004,0.896318432,8768,104.9089254,0.5621748179,374.148,0.775957198,2.255244273,1
6466,148.8250507,55.89962892,0.9267793135,6581,90.73459592,0.7943488943,336.703,0.7167234142,2.662362052,1
6062,151.5066285,52.09067184,0.9390363879,6205,87.85430052,0.7585085085,339.556,0.6606979788,2.908517458,0
8076,155.4686036,66.756774,0.9031188286,8290,101.4035629,0.7945690673,365.194,0.7609548809,2.328881315,1
9621,162.3002728,76.66860138,0.8813910363,9927,110.6789847,0.6086158907,394.002,0.7788130606,2.116906659,1
8207,153.0019714,69.43384954,0.8910983875,8441,102.2226831,0.6063091017,365.394,0.7724519504,2.203564578,1
5693,142.1319376,52.32411808,0.9297712986,5869,85.13843273,0.5459340238,323.373,0.6841377207,2.716375217,0
10115,172.0998733,75.39246878,0.8989389452,10287,113.48488,0.7125748503,405.669,0.7723819359,2.282719694,1
4439,126.5019477,45.2907049,0.9337124699,4634,75.1791882,0.665617034,290.233,0.6622186798,2.793110596,0
6326,159.4261486,51.6055602,0.9461612378,6489,89.74694067,0.7036707453,355.228,0.6299769656,3.089321149,0
3899,95.37622831,53.32667827,0.829087297,3977,70.45822156,0.6421277997,240.44,0.8475194244,1.788527458,0
6300,166.1877029,49.38080728,0.9548343101,6463,89.56231982,0.481540931,363.657,0.5986410723,3.365431066,0
5635,140.2051908,52.01152716,0.9286459691,5753,84.70362941,0.5117609663,319.406,0.6940929677,2.695656106,0
5463,130.9643735,54.28666365,0.9100425966,5629,83.40088508,0.5986849315,306.634,0.7301304278,2.412459428,0
6429,152.242052,54.85163836,0.9328394621,6589,90.47462093,0.4861615245,344.401,0.6811213321,2.775524243,0
7892,150.2024018,67.76006151,0.8924607646,8066,100.2417402,0.6244658965,360.423,0.7634347885,2.216680423,1
8491,162.4862951,68.00119655,0.9082148626,8776,103.9763289,0.7871512005,384.752,0.7207869795,2.389462295,1
3277,87.3845036,49.64746533,0.8229253324,3408,64.59416373,0.6301923077,227.562,0.7952191342,1.760099997,0
6636,161.9920614,53.17125357,0.9445965481,6776,91.91962586,0.828774822,355.748,0.6589179021,3.046609786,0
7381,145.9578514,65.01774903,0.8953040082,7503,96.94215327,0.5898665388,345.085,0.7788842203,2.244892411,1
5493,136.1751504,52.88269586,0.9215148108,5648,83.62956905,0.6083056478,315.888,0.6917564332,2.575041763,0
5528,137.792968,52.04962019,0.9259125837,5737,83.89557916,0.7970011534,337.878,0.6084964779,2.647338587,0
8018,155.2147933,66.41449302,0.9038319311,8184,101.038778,0.628369906,361.879,0.7693946336,2.337062082,1
9037,162.2362304,71.87235735,0.8965164115,9269,107.2672633,0.779589372,383.595,0.7717706719,2.257282721,1
5754,141.9287798,52.60882863,0.9287643901,5899,85.59334285,0.5249042146,320.621,0.7033893574,2.697812962,0
5932,145.0994841,53.16914553,0.9304446947,6102,86.9071745,0.589427663,330.89,0.6808378973,2.729016663,0
9549,161.2635313,76.09516393,0.8816689949,9757,110.2640667,0.7117620751,388.475,0.7951363478,2.119234955,1
7347,145.9359902,64.64878839,0.8965245075,7498,96.71861731,0.58776,351.717,0.7463339257,2.257366207,1
6398,158.7393979,52.25422541,0.9442663334,6535,90.25622753,0.541011331,349.68,0.6575253677,3.037828935,0
8131,147.5243711,70.78986379,0.8773494531,8328,101.7482714,0.6002953119,362.419,0.7779145771,2.083975914,1
6605,154.2936247,55.82054717,0.9322629969,6808,91.70467378,0.4842375367,353.325,0.6648657339,2.7641009,0
8695,153.9769777,72.6277302,0.8817702524,8961,105.217954,0.647334723,371.778,0.7905185708,2.120085225,1
8341,157.2821945,68.54835583,0.9000288302,8621,103.0538259,0.6447897341,375.888,0.7418413934,2.294470708,1
5809,144.9480807,52.13764414,0.9330684893,6023,86.00144484,0.6149042024,335.132,0.6499492454,2.780104147,0
6740,157.886691,55.1258546,0.9370675172,6895,92.63711206,0.5495759948,353.261,0.6787008179,2.864113258,0
5483,142.5389558,50.18050921,0.9359820663,5600,83.55341061,0.5223894817,320.024,0.6727644144,2.8405243,0
5650,148.7703485,49.21196761,0.9437038622,5843,84.81629223,0.5684104628,333.329,0.6390165601,3.023052231,0
5493,142.0404328,50.4502259,0.9347971129,5672,83.62956905,0.7903597122,325.646,0.6509205265,2.815456824,0
5891,146.8154238,51.83432457,0.9356015277,6040,86.60631708,0.5578598485,330.766,0.6766392153,2.832397742,0
6147,165.2533071,47.69626823,0.9574421632,6262,88.46809301,0.8073286052,357.634,0.6039423393,3.464700976,0
5115,145.6866595,45.8763474,0.949125724,5264,80.70080713,0.4796511628,319.098,0.6312586434,3.175637725,0
6467,158.9876757,52.61457642,0.943653574,6618,90.74161193,0.6773146209,354.294,0.6474185367,3.021742007,0
5883,151.8032418,50.60647864,0.9427964687,6026,86.54749125,0.7896644295,335.553,0.6565782022,2.99968,0
7876,148.2508566,68.74535312,0.8859872227,8082,100.1400752,0.6182103611,355.478,0.7832314455,2.156521858,1
5919,153.7132583,50.29995342,0.9449439019,6063,86.81189357,0.6688135593,341.913,0.6362488009,3.055932419,0
7656,152.2767866,65.04551127,0.9041792821,7846,98.73156514,0.5966799158,357.909,0.751046022,2.341080632,1
8654,159.8240484,69.54152614,0.9003758383,8915,104.9695909,0.5594053006,379.127,0.7565843022,2.298253393,1
6563,159.9006059,53.38470276,0.9426220368,6855,91.41264208,0.504341812,365.809,0.6163160757,2.995251405,0
8051,152.9270517,68.37138503,0.8944914964,8250,101.2464892,0.7517273576,364.946,0.7596306417,2.236711332,1
3789,133.4570196,36.5505271,0.9617653261,3893,69.45721442,0.5221165771,282.666,0.5959191239,3.651302189,0
